131,中級會計學(二)實習,0,必修,會計二乙,"(四)09     忠201 (四)09     忠202 (四)10     忠201 (四)10     忠202 ,林柏豪",70,61,",林柏豪"
132,行銷管理,3,必修,會計二乙,(二)02-04 人603 楊坤鋒,60,60,楊坤鋒
133,成本與管理會計(二),3,必修,會計二乙,(三)02-04 語404 王文聖,70,80,王文聖
134,成本與管理會計(二)實習,0,必修,會計二乙,(三)09-10 商304 王文聖,70,80,王文聖
135,租稅法,3,必修,會計二乙,(一)06-08 商302 伍大開,65,65,伍大開
136,國際財經時文選讀,2,必修,會計二乙,"(一)03-04 商401 吳舜華,王文聖",60,56,"吳舜華,王文聖"
137,統計學(二),3,必修,會計二乙,(二)06-08 商401 盧馬汀,70,56,盧馬汀
138,統計學(二)實習,0,必修,會計二乙,(四)03-04 商305 黃彥菱,70,56,黃彥菱
139,班級活動,0,必修,會計二丙,(一)09     商303 翁慈青,60,61,翁慈青
140,中級會計學(二),4,必修,會計二丙,(三)03-04 商302 (四)03-04 商302 翁慈青,70,64,翁慈青
140,中級會計學(二),4,必修,會計二丙,(三)03-04 商302 (四)03-04 商302 翁慈青,70,64,翁慈青
141,中級會計學(二)實習,0,必修,會計二丙,(五)06     忠201 (五)06     忠202 (五)07     忠201 (五)07     忠202 林柏豪,70,64,林柏豪
142,行銷管理,3,必修,會計二丙,(一)06-08 商303 王婉禎,60,67,王婉禎
143,成本與管理會計(二),3,必修,會計二丙,(二)02-04 語406 吳周燕,70,64,吳周燕
144,成本與管理會計(二)實習,0,必修,會計二丙,(一)03-04 語202 吳周燕,70,64,吳周燕
145,租稅法,3,必修,會計二丙,(二)06-08 語204 伍大開,60,60,伍大開
146,國際財經時文選讀,2,必修,會計二丙,"(一)01-02 人507 吳周燕,王鈺琪",60,60,"吳周燕,王鈺琪"
147,統計學(二),3,必修,會計二丙,(五)02-04 商401 黃偉恆,70,65,黃偉恆
148,統計學(二)實習,0,必修,會計二丙,(二)09-10 語204 黃彥菱,70,65,黃彥菱
149,中級會計學(二),4,必修,會計二合,(一)09-10 商401 (一)12-13 商401 李慧慈,100,81,李慧慈
150,中級會計學(二)實習,0,必修,會計二合,(四)11-12 商401 李慧慈,100,81,李慧慈
151,企業舞弊案例分析,3,選修,會計二甲,"(五)08-10 商306 林書賢,伍大開,李慧慈",60,38,"林書賢,伍大開,李慧慈"
151,企業舞弊案例分析,3,選修,會計二乙,"(五)08-10 商306 林書賢,伍大開,李慧慈",60,38,"林書賢,伍大開,李慧慈"
151,企業舞弊案例分析,3,選修,會計二丙,"(五)08-10 商306 林書賢,伍大開,李慧慈",60,38,"林書賢,伍大開,李慧慈"
152,投資學,3,選修,會計二甲,(三)11-13 商308 鄭銘源,60,71,鄭銘源
152,投資學,3,選修,會計二乙,(三)11-13 商308 鄭銘源,60,71,鄭銘源
152,投資學,3,選修,會計二丙,(三)11-13 商308 鄭銘源,60,71,鄭銘源
153,商業心理學,3,選修,會計二甲,(四)12-14 商309 張瑞元,60,47,張瑞元
